# provenance: CANONICAL Apple M4 sweep: secret-fraction crossover, both lanes, 7 arms including Apple's own bracket and its instruction-matched twin. The paper figure's y is ipc_ovh_pct (nodit ipc / arm ipc - 1), the same quantity the gem5 figure plots; vs_base_pct is the cycles ratio. pub_* columns are the same arm with --nosecret, i.e. the PUBLIC lane alone, which is where blanket's whole bill comes from
# run 2026-09-08T14:27:21-0500 on bellingham.csres.utexas.edu (Apple M4, kernel 24.6.0); unrooted, thread NOT pinned -- samples that migrated are rejected by the implied-clock gate and counted in the rejects column
# clang from llvm-data-independent-timing 84522e881f68 (WORKING TREE DIRTY); driver sha256 c91bc6f061649111.., byte-identical to gem5-DIT's benchmarks/signed_lookup/signed_lookup_gem5.c at the pinned commit, with utils/dit_host_screening/signed_lookup/silicon/hdr_const_param.patch applied (HDR_CONST becomes a -D; no other change)
# libsodium 1.0.21 --disable-asm -march=armv8.4-a; library arms base / taint / taintnop from utils/taint_libsodium_arms.sh at the shipped defaults (callee contract, DIT twins, contract fixpoint seeds, owned list)
# arms: nodit unhardened | blanket the same binary with DIT set before the ROI | bracket = the unhardened library with Apple's own prologue/epilogue around the AEAD entry points (mrs DIT token, msr DIT #1, sb, the call, msr DIT #0 only if it was clear) from utils/dit_host_screening/cioparity/api_bracket.c, which is what AWS-LC ships | bracketnop its instruction-matched twin (token read -> mov xzr, both writes and the barrier -> nop, so the restore takes the same branch) | bracketnobar Apple's sequence minus the speculation barrier, to split the bill; not a shippable configuration | pass = -ftaint-harden | nop its NOP twin. dit_cyc_per_req is (arm - twin) cycles per request, which is what the mode writes cost with layout removed
# instrument: PMC0 (cycles, bare) and PMC1 (instructions, isb-ordered) read from EL0; CNTVCT_EL0 at 1 GHz gives the implied clock, and a sample outside 3.4-5.0 GHz is rejected as a thread migration and counted
# lane: HDR_CONST is the value every record header holds. wide = 0x2545F4914F6CDD1D (62 bits), the value every gem5 sweep used; narrow = 0xCAFEBABE (32 bits). This machine's load value predictor holds 36 bits (m4_header_width.csv), so it predicts the narrow header and not the wide one
# one serialising `msr DIT` on this part: 33.52 cycles (11.50 for a same-value write), measured by dit_switch_cost.c in this run
# cycles = median of the FAST cluster of n valid samples. Once the tables leave L1 a run's cycles come out bimodal ~15% apart on the physical pages the kernel hands the BSS; n_hi counts the slow-cluster samples, which are kept in the JSONL and excluded from the median. Below 128 KB of table there is no split and this is the plain median.
lane,L,pred_q4,tblbits,f_secret_pct,arm,requests,cycles,insts,ipc,cyc_per_request,vs_base_pct,ipc_ovh_pct,ins_vs_base_per_req,twin,dit_cyc_per_req,switches_per_req,pub_cycles,pub_insts,pub_ipc,pub_vs_base_pct,pub_cyc_per_lookup,n,n_all,n_hi,lottery_gap,rejects,spread_pct,warmup,checksum_pub
narrow,100,3,9,27.41,nodit,111799,169301908.0,277316873.0,1.638,1514.3,0.0,0.0,0.0,,,,122901487.0,163928996.0,1.3338,0.0,10.993,11,11,0,1.0,0,1.89,67079,84162347713561024
narrow,100,3,9,27.41,blanket,111799,221752927.0,277323352.0,1.2506,1983.5,30.98,30.98,0.06,,,,162998992.0,163944822.0,1.0058,32.63,14.58,11,11,0,1.0,0,0.95,67079,84162347713561024
narrow,100,3,9,27.41,bracket,111799,219444599.0,279098655.0,1.2718,1962.8,29.62,28.79,15.94,bracketnop,445.1,13.3,122901614.0,163923091.0,1.3338,0.0,10.993,11,11,0,1.0,0,0.83,67079,84162347713561024
narrow,100,3,9,27.41,bracketnop,111799,169678279.0,279083117.0,1.6448,1517.7,0.22,-0.41,15.8,,,,122747300.0,163937010.0,1.3356,-0.13,10.979,11,11,0,1.0,0,1.27,67079,84162347713561024
narrow,200,3,9,14.87,nodit,66547,191600236.0,258253714.0,1.3479,2879.2,0.0,0.0,0.0,,,,163110446.0,190757857.0,1.1695,0.0,12.255,11,11,0,1.0,3,1.06,39928,7161129748472961450
narrow,200,3,9,14.87,blanket,66547,253451819.0,258266671.0,1.019,3808.6,32.28,32.27,0.19,,,,218616638.0,190776854.0,0.8727,34.03,16.426,11,11,0,1.0,0,0.64,39928,7161129748472961450
narrow,200,3,9,14.87,bracket,66547,219785645.0,259312626.0,1.1798,3302.7,14.71,14.24,15.91,bracketnop,437.7,13.1,163148448.0,190768412.0,1.1693,0.02,12.258,11,11,0,1.0,1,0.74,39928,7161129748472961450
narrow,200,3,9,14.87,bracketnop,66547,190658602.0,259328279.0,1.3602,2865.0,-0.49,-0.9,16.15,,,,163176213.0,190768860.0,1.1691,0.04,12.26,11,11,0,1.0,0,1.31,39928,7161129748472961450
narrow,1000,3,9,3.03,nodit,15523,213063196.0,234139875.0,1.0989,13725.6,0.0,0.0,0.0,,,,206617682.0,218395092.0,1.057,0.0,13.31,11,11,0,1.0,0,0.24,9313,10186740918514053065
narrow,1000,3,9,3.03,blanket,15523,286036195.0,234152119.0,0.8186,18426.6,34.25,34.24,0.79,,,,278038179.0,218429348.0,0.7856,34.57,17.911,11,11,0,1.0,0,0.3,9313,10186740918514053065
narrow,1000,3,9,3.03,bracket,15523,220039213.0,234395707.0,1.0652,14175.0,3.27,3.16,16.48,bracketnop,452.3,13.5,206561693.0,218392033.0,1.0573,-0.03,13.307,11,11,0,1.0,0,0.14,9313,10186740918514053065
narrow,1000,3,9,3.03,bracketnop,15523,213018607.0,234382684.0,1.1003,13722.8,-0.02,-0.12,15.64,,,,206571522.0,218397981.0,1.0573,-0.02,13.307,11,11,0,1.0,1,0.24,9313,10186740918514053065
narrow,5000,3,9,0.59,nodit,3210,218520184.0,228230608.0,1.0444,68074.8,0.0,0.0,0.0,,,,217220738.0,224961591.0,1.0356,0.0,13.534,11,11,0,1.0,0,0.12,1926,6755875359964445134
narrow,5000,3,9,0.59,blanket,3210,293726072.0,228238271.0,0.777,91503.4,34.42,34.41,2.39,,,,292178612.0,224976752.0,0.77,34.51,18.204,11,11,0,1.0,1,0.49,1926,6755875359964445134
narrow,5000,3,9,0.59,bracket,3210,220070221.0,228270396.0,1.0373,68557.7,0.71,0.69,12.4,bracketnop,515.7,15.4,217160284.0,224964031.0,1.0359,-0.03,13.53,11,11,0,1.0,1,0.17,1926,6755875359964445134
narrow,5000,3,9,0.59,bracketnop,3210,218414968.0,228273087.0,1.0451,68042.0,-0.05,-0.07,13.23,,,,217204673.0,224962085.0,1.0357,-0.01,13.533,11,11,0,1.0,0,0.19,1926,6755875359964445134
narrow,20000,3,9,0.14,nodit,806,219183318.0,226608282.0,1.0339,271939.6,0.0,0.0,0.0,,,,218873128.0,225793849.0,1.0316,0.0,13.578,11,11,0,1.0,1,0.28,483,17191661713950094302
narrow,20000,3,9,0.14,blanket,806,294722471.0,226619366.0,0.7689,365660.6,34.46,34.46,13.75,,,,294427423.0,225814871.0,0.767,34.52,18.265,11,11,0,1.0,0,0.24,483,17191661713950094302
narrow,20000,3,9,0.14,bracket,806,219753277.0,226610287.0,1.0312,272646.7,0.26,0.26,2.49,bracketnop,710.3,21.2,218880227.0,225792943.0,1.0316,0.0,13.578,11,11,0,1.0,0,0.1,483,17191661713950094302
narrow,20000,3,9,0.14,bracketnop,806,219180766.0,226615048.0,1.0339,271936.4,-0.0,-0.0,8.39,,,,218834954.0,225783355.0,1.0318,-0.02,13.575,11,11,0,1.0,0,0.12,483,17191661713950094302
